,0
0,0.0009254879643024538
1,0.0009330782296788439
2,0.0009349401647988052
3,0.0009440574678788296
4,0.0009468486035712199
5,0.0009485606708952934
6,0.000950081475891758
7,0.0009540822406675963
8,0.000954680577099606
9,0.000955337558219618
10,0.0009555941585903227
11,0.000956026174853506
12,0.0009588871951235482
13,0.000959849600797364
14,0.0009600512993752213
15,0.0009607316392418744
16,0.0009610116630430967
17,0.0009612079821130307
18,0.0009628613171008088
19,0.0009642116068641523
20,0.0009644839486180279
21,0.0009657191084698038
22,0.0009661225077325207
23,0.0009666495860032912
24,0.0009675133067838961
25,0.0009675854216866575
26,0.0009679400730549352
27,0.0009683666677944848
28,0.0009696248758651152
29,0.0009703247675843426
30,0.0009703756998183412
31,0.0009716761167862023
32,0.0009720681620512315
33,0.0009721866318845088
34,0.0009726381799725324
35,0.000973032838590372
36,0.0009732146589777447
37,0.000974333015924865
38,0.0009766161504502237
39,0.0009780937067995182
40,0.0009791341132280194
41,0.000983799326365505
42,0.0009852014504307656
43,0.0009865488128469333
44,0.0009867960413504752
45,0.0009868249814446591
46,0.0009911431116560868
47,0.0009952380621055796
48,0.000996387970085901
49,0.0009972965759355444
50,0.0010006706899076297
51,0.0010014211502367932
52,0.0010070658986119818
53,0.0010132520330258118
54,0.0010159228094040562
55,0.001018447332691561
56,0.001026843134160701
57,0.0010335706544598027
58,0.0010361362877419377
59,0.001038582558804319
60,0.0010395711848186374
61,0.0010410863305055195
62,0.0010459075462694574
63,0.0010475279835037653
64,0.0010495056182421429
65,0.0010522528236730814
66,0.0010539082749157695
67,0.001054515532762586
68,0.0010553113545336565
69,0.0010562360582170784
70,0.0010585294471937136
71,0.0010592522702446512
72,0.0010643647326906973
73,0.001065376776240718
74,0.0010656704382359886
75,0.0010663794787720284
76,0.0010681447000909384
77,0.0010711809860120363
78,0.0010716432207258186
79,0.0010722913672089694
80,0.0010732130406629033
81,0.0010733249921312511
82,0.0010751384799158909
83,0.0010761028006714547
84,0.0010791347866339251
85,0.001081082833261582
86,0.001081828089180101
87,0.0010820472859074137
88,0.0010832710412309306
89,0.0010836561548531187
90,0.0010842432743069911
91,0.0010891391725717633
92,0.0010904513354218631
93,0.001090465041407188
94,0.0010975126568055944
95,0.001099243764061325
96,0.001102338995277566
97,0.001103716766698619
98,0.0011049104322268881
