,0
0,0.0008203690596924543
1,0.0008231217222137468
2,0.0008258038460140378
3,0.0008332511612987762
4,0.0008332861377855043
5,0.0008335507136437607
6,0.0008370135137001247
7,0.0007990764496279835
8,0.0007999606721117214
9,0.0008063552666465912
10,0.0008064914782604533
11,0.0008023215043872162
12,0.0008089533139015749
13,0.000803311129200851
14,0.0008040723811211151
15,0.0008120290744201852
16,0.0008125317210570199
17,0.0007931162972248237
18,0.0008453700586864009
19,0.0008041945279867243
20,0.0008135858018530284
21,0.0007978040880035173
22,0.0008054255017253291
23,0.0007978011032984197
24,0.0007960575806999085
25,0.0008070251948775486
26,0.0008070924804987687
27,0.0007986632052699291
28,0.0008098692841723452
29,0.0007966318634639952
30,0.0008099005955658893
31,0.0007988705227967281
32,0.0008005358624657572
33,0.0008002276270715874
34,0.000810409116539382
35,0.0007984085802882588
36,0.0008114494616479343
37,0.0008001852729322492
38,0.0008020704976600503
39,0.0008052041293089844
40,0.0008048142276495884
41,0.0008058862554363598
42,0.0008278682068619367
43,0.0008206399350148048
44,0.0008089387232253631
45,0.0008092975144303223
46,0.0008115544102553124
47,0.0008196921302384447
48,0.0008204676290219089
49,0.0008192365917044912
50,0.0008241470015674369
51,0.0008233679782633879
52,0.0008274157063201361
53,0.0008302959717145747
54,0.0008329668630666421
55,0.0008341254918931037
56,0.0008413175367861053
57,0.0008452849756454935
58,0.0008430433934443413
59,0.0008641089389315625
60,0.0008646730498716494
61,0.0008455069813133473
62,0.0008674207309767031
63,0.0008699627368897256
64,0.0008516243656656893
65,0.0008561402825889033
66,0.0008554288941361923
67,0.0008362711759235612
68,0.0008545716943720133
69,0.0008549640134116046
70,0.0008762420520067589
71,0.0008368477855134588
72,0.00088238484560718
73,0.0008792019314070778
74,0.0008417583290931362
75,0.0008421500270851233
76,0.0008814572646987763
77,0.0008430325638089253
78,0.000883089752938291
79,0.0008660169012048548
80,0.000863144114996362
81,0.0008475584550222013
82,0.0008458592588576775
83,0.0008671734509913085
84,0.0008496775313710143
85,0.0008526057339327224
86,0.0008685652577390088
87,0.0008701902241246156
88,0.0008907776039766102
89,0.0008731083397632728
90,0.0008716888209052916
91,0.0008590808177954036
92,0.0008595643554954449
93,0.0008599705076529197
94,0.0008642084813623827
95,0.0008646439842193455
96,0.0008679509338871825
97,0.000867908923796291
98,0.0008686425007787569
